id	pos	category	stereotype	lemma	level
EL308	n	cds	no	ηλίθιο πρόσωπο	conservative
EL1978	n	asf	no	ασημαντότητα	inclusive
EL252	n	dmc	yes	άγριος	conservative
EL1092	n	om	no	σπονδυλοκοιλιακό	inclusive
EL1035	n	ps	yes	καταστροφεύς	conservative
EL2459	n	cds	no	δωροληψία	inclusive
EL648	n	ps	yes	επιβραδύνουν	conservative
EL1093	n	om	no	οπίσθια	inclusive
EL1027	n	cds	no	τολμηρός	inclusive
EL648	n	ddp	yes	επιβραδύνουν	conservative
EL1815	n	qas	no	ενορίες	inclusive
EL838	n	om	no	Κίναιδος	inclusive
EL338	n	cds	no	αναλήθεια	inclusive
EL1507	n	qas	no	ζωγράφος σπίτι	inclusive
EL306	n	ddp	yes	απαλό άγγιγμα	conservative
EL2364	n	re	no	βιαστή	conservative
EL1541	n	cds	no	ειδωλολατρία	inclusive
EL1667	n	svp	no	χολή	inclusive
EL838	n	or	no	Κίναιδος	conservative
EL2386	n	re	no	τρομοκρατία	inclusive
EL1130	n	pa	yes	θυρωρός	inclusive
EL15	n	qas	no	στενοί συνεργάτες	inclusive
EL1148	n	cds	no	σχεδίες	inclusive
EL4	n	svp	no	οκνηρία	inclusive
EL167	n	asf	no	bêtise	conservative
EL1014	n	pr	no	εταίρα	inclusive
EL1439	n	re	no	σούφρωμα	inclusive
EL1007	n	qas	no	αδέξιος ζωγράφος	conservative
EL1228	n	cds	no	νταβατζή	conservative
EL362	n	qas	no	ψεματάκι	conservative
EL1883	n	an	no	Σελαχίμορφα	inclusive
EL79	n	svp	no	οκνηρός	conservative
EL489	n	qas	no	θλιβερή σάκο	conservative
EL115	n	cds	no	στρατιά	inclusive
EL2383	a	svp	no	υπεροπτικός	conservative
EL1404	v	asm	no	γαμώ	conservative
EL1154	n	cds	no	σκαφτιάς	inclusive
EL2241	n	re	no	stickup	inclusive
EL1635	n	cds	no	backtalk	inclusive
EL601	n	an	no	caiman	inclusive
EL1643	n	qas	no	βιοτέχνης	inclusive
EL722	n	an	no	αίγα	inclusive
EL1239	n	qas	no	χέρι τομέα	inclusive
EL173	n	cds	no	βλαξ	inclusive
EL564	n	svp	no	κομπασμός	conservative
EL962	n	ps	yes	δημιουργός των φυτών	inclusive
EL387	n	an	no	κάθαρμα	conservative
EL164	n	asf	no	κουταμάρα	conservative
EL580	n	dmc	yes	hobos	conservative
EL525	n	asm	no	brownness	inclusive
EL287	n	qas	no	barons	inclusive
EL1374	n	cds	no	φιλοπερίεργος	conservative
EL1451	n	pr	no	Ιερόδουλη	inclusive
EL1427	a	cds	no	πανούργος	inclusive
EL1160	n	an	no	εδώδιμου σαλιγκαριού	inclusive
EL1550	n	ddf	yes	απενεργοποίηση	inclusive
EL1626	n	cds	no	moneylending	conservative
EL1213	n	om	no	άτομο με ειδικές ανάγκες	conservative
EL311	n	ddp	yes	θερμό κατάπλασμα	conservative
EL89	n	cds	no	συνονθύλευμα	inclusive
EL2242	n	re	no	αιχμαλωτίζων	inclusive
EL1225	n	cds	no	φανατισμού	conservative
EL477	n	qas	no	φάουλ-up	inclusive
EL600	n	cds	no	κακογράφω	inclusive
EL1046	n	re	no	εγκληματίες	inclusive
EL1685	n	ps	yes	μέτοικοι	inclusive
EL211	n	svp	no	τσιγκούνη	inclusive
EL1020	n	pr	no	παλλακίδες	inclusive
EL251	n	pa	yes	χωριάτης	conservative
EL770	n	cds	no	αυτοϊκανοποίηση	inclusive
EL650	n	ps	yes	δύσμορφος	conservative
EL143	n	an	no	epifaunal	inclusive
EL342	n	cds	no	ψέμμα	conservative
EL1625	n	cds	no	sharking δάνειο	conservative
EL846	n	or	no	λεσβία	conservative
EL2107	v	an	no	μαίνομαι	conservative
EL251	n	dmc	yes	χωριάτης	conservative
EL577	n	dmc	yes	έτσι κ 'έτσι	inclusive
EL534	n	qas	no	ιδιοκτήτης επιχείρησης	inclusive
EL8	n	svp	no	αβουλησία	inclusive
EL608	n	ddp	yes	φλυαρώ	conservative
EL250	n	rci	yes	βάρβαρη	conservative
EL1274	n	asm	no	pterygiophore	inclusive
EL795	n	or	no	λάχανο	inclusive
EL599	n	cds	no	cacography	inclusive
EL2304	n	an	no	Βλαττοειδή	inclusive
EL1368	n	an	no	pipistrellus	inclusive
EL1684	n	ps	yes	Μέτοικοι	inclusive
EL158	n	cds	no	εξυπνάδα	inclusive
EL1028	n	an	no	πειρατής	inclusive
EL2419	n	om	no	χρήση ρούχων αντίθετου φύλλου	inclusive
EL1392	n	dmc	yes	χαραμοφάης	conservative
EL1264	n	dmc	yes	αναθυμίαση	conservative
EL2342	n	qas	no	λαγωνικό	inclusive
EL163	n	an	no	ανοησία	conservative
EL1106	n	om	no	οπισθίως	inclusive
EL2144	a	svp	no	επιθετική	inclusive
EL1324	n	an	no	οργή	inclusive
EL541	n	an	no	βουβάλι	inclusive
EL212	n	svp	no	φιλάργυρος	inclusive
EL831	n	cds	no	ανταποκριτής	inclusive
EL1342	n	asm	no	φάβα	inclusive
EL1207	n	dmc	yes	ακόλαστος	conservative
EL593	n	dmc	yes	αχρείος	conservative
EL798	n	cds	no	κοσμοσυρροή	inclusive
EL2096	n	or	no	tater	inclusive
EL2008	n	re	no	δολοφονία	inclusive
EL2216	n	pr	no	ανάγουλες	conservative
EL1098	n	om	no	ψωμάκια	inclusive
EL1669	n	svp	no	Θυμός	inclusive
EL163	n	cds	no	ανοησία	inclusive
EL1320	n	cds	no	φονταμενταλιστικών	inclusive
EL203	n	svp	no	θανάσιμο αμάρτημα	inclusive
EL246	n	cds	no	ληστή	conservative
EL1841	n	is	yes	φτωχός	inclusive
EL1510	n	qas	no	ζωγραφική σπίτι	inclusive
EL682	n	qas	no	λεχρίτης	conservative
EL1276	n	asm	no	ιχθύς	inclusive
EL188	n	ddp	yes	δεν γνωρίζουν τίποτα	conservative
EL92	n	qas	no	σύμφυρμα	inclusive
EL682	n	cds	no	λεχρίτης	conservative
EL1500	n	cds	no	οι πολλοί	conservative
EL1428	a	cds	no	δυσνόητος	conservative
EL651	n	an	no	σκύλα	conservative
EL1585	n	an	no	αδυσώπητο	conservative
EL1795	n	cds	no	papparazzi	inclusive
EL1627	n	cds	no	loansharking	inclusive
EL40	n	pa	yes	ακαδημαϊκό	inclusive
EL611	n	cds	no	εσωτερικό κύκλο	inclusive
EL219	n	cds	no	cathouse	inclusive
EL1238	n	qas	no	εργάτη	inclusive
EL45	n	qas	no	ερασιτεχνισμού	conservative
EL1140	n	cds	no	αποτελέσματα	inclusive
EL1006	n	re	no	ημερομηνία-βιασμός	conservative
EL1322	n	cds	no	Φονταμενταλισμός	inclusive
EL1149	n	cds	no	πολλά	inclusive
EL1453	n	pr	no	πορνεία	conservative
EL2289	n	cds	no	weisenheimer	conservative
EL2088	n	or	no	σπαντ	inclusive
EL1918	n	cds	no	mystifier	conservative
EL617	n	cds	no	τρένο	inclusive
EL249	n	ps	yes	Βάρβαροι	conservative
EL1642	n	qas	no	αποθηκάριος	inclusive
EL257	n	ddp	yes	αγριότητα	conservative
EL1705	n	cds	no	αλλαξιέρα	inclusive
EL741	n	asm	no	καυλί	conservative
EL1436	n	re	no	μικροκλοπές	inclusive
EL146	n	re	no	διαβολή	conservative
EL1190	n	dmc	yes	ηθική	inclusive
EL171	n	asf	no	saphead	conservative
EL2160	a	svp	no	κακότροπος	conservative
EL84	n	cds	no	καραγκιοζιλίκι	inclusive
EL719	n	an	no	αιγοπρόβατο	inclusive
EL1906	n	asm	no	Βλακεία	conservative
EL1788	n	an	no	pudge	conservative
EL395	n	an	no	κακοποιός	conservative
EL1616	a	is	yes	λυπημένος	inclusive
EL190	n	an	no	Γαϊδάρα	inclusive
EL669	n	re	no	συκοφάντης	conservative
EL1337	n	cds	no	φασισμός	conservative
EL244	n	qas	no	σαβούρα	inclusive
EL587	n	cds	no	τεμπέλης	conservative
EL1105	n	om	no	derriere	inclusive
EL2493	n	ps	yes	Σίντε	inclusive
EL1547	n	ddf	yes	ανικανότητα	inclusive
EL1314	n	cds	no	Μασονία	inclusive
EL1777	n	cds	no	μαφιόζων	conservative
EL2398	n	re	no	ταλαιπωρία	inclusive
EL380	n	cds	no	κλίκα	inclusive
